95,4.0
96,3.9
101,3.8
107,3.7
113,3.6
118,3.5
124,3.4
130,3.3
135,3.2
141,3.1
147,3.0
153,2.9
158,2.8
164,2.7
170,2.6
175,2.5
181,2.4
187,2.3
192,2.2
198,2.1
204,2.0
210,1.9
215,1.8
221,1.7
227,1.6
232,1.5
238,1.4
244,1.3
249,1.2
255,1.1
261,1.0
